کد,عنوان,تلفن,آدرس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800415,سوپر احمدی خ تهران نو(دماوند)- 80201,77908699,خ شهیددین محمدی پ61(نصیرپور)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800416,سوپر مارکت حمیدیان م سبلان - 80389,77908937,خ جانبازان شرقی م هلال احمر نبش خ73پ142-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800417,سوپر مارکت شقایق - 80246,77909210,خ شهید ثانی(46متری نارمك)-بعدازخ کلامی-خ گلدار پ69-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800418,سوپر مارکت تک- 80359,77909401,نارمک46متری شرقی-خ کربلایی مهریزی-نبش کوچه امیری-پلاك19_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800419,سوپر جردن 46متری نارمک- 80247,77909792,خ گلزار كوچه محمد تقی تاج.. پ16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800420,سوپر مارکت زیتون - 80298,77910070&77848930&,وحیدیه-خ میر حسینی(زرکش)-نبش کوجه آوانسیان پ 66..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800421,سوپر مارکت پیام دریانی- 80645,77910172,رسالت-خیابان رودباری(مهر)-نبش کوچه عاس فشمی-پلاک18.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800422,سوپر مارکت پرشیا- 80653,77910319,خیابان مدائن-خیابان گلستانی(چمن شرقی)-نبش محقق امین-پ37.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800423,سوپر مهدی105- 80304,77910587,تهران پارس- خیابان105 -نبش خیابان112شرقی- پلاک63.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800424,سوپرمارکت محمد نارمک- 80610,77910744,اول سی متری نارمك نبشكوچه یگانه پلاك45....8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800425,سوپر مارکت دریانی- 80632,77911072,نارمک-46متری شرقی-خیابان رودباری-نبش عباسی..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800426,سوپر جوان دردشت نارمک- 80216,77911134,ایستگاه دفتر پ166_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800427,سوپر کامران خ دردشت- 80724,77911142,پایین تراز گلبرگ روبروی بانک تجارت پ1463 _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800428,سوپر اطمینان تهرانپارس م8- 80422,77911181,خ بهار خ 107 نبش کوچه 116 پ34 (آقای سلیمان پور)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800429,سوپر مقیمی تهرانپارس- 80419,77911707/77900234 ,خ دماوند خ صابر ماهانی (خ 105) پ15 _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800430,سوپر مینا- 80678,77911781--77913990,رسالت خ مدائن بعد از جانبازان خ حاجی صادقی پ 196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800431,سوپر آناداناخ دماوند- 80186,77912004,خ آیت قبل7حوض بین چمن وجویبارنبش ك سحرخیزپ297جنب داروخانه_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800432,سوپر مارکت خسروشاهی- 80110,77912671,شهید ثانی-خ سمنگان-بعد از خیابان قاسم زاده-پلاک119-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800433,سوپر مارکت خویش وند- 80684,77912795,خ دردشت-خ ضعیف-نبش اکبری-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800434,سوپر ساحل (قاسمی)- 80081,77912813,خ 46متری شرقی مهرجنوبی روبروی كوچه 50پ76_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800435,سوپر پروتئین امیران 46متری غرب- 80341,77913008,م هلال احمر  انتهای گلستان خ ثانی روبروی خ بختیاری م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800436,سوپر ریاضی خ دماوند- 80494,77913036,به سمت امام حسین بعد30متری نارمك خ حسین طاهری نبش خ كلامی_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800437,سوپر دلنوازنارمک- 80493,77913037,خ دماوند-ایستگاه پل-خ افشاری-نبش خ عبادی استادپ199_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800438,سوپر مارگت ایلیا- 80249,77913419,46متری نارمك-خیابان شهید دین محمدی-پلاک106.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800439,سوپر ظفر مندی نارمک - 80355,77913643,خ مدائن جنوبی خ جلال حاج صادقی نبش م 28پ166_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800440,سوپر آذربایجان خ آیت- 80373,77913936,خ آیت جنوب به شمال بعد4راه تلفن خانه سمت راست پ235_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800441,فروشگاه میتا پ196- 80076,77913990,خ آیت قبل میدان نبوت خ جلالی حاجی صادقی پ196_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800442,سوپر مارکت گلبرگ- 80211,77914190,رسالت-خ دردشت-خ142غربی-نبش کوچه عطایی-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800443,سوپر مارکت تک آیت- 80578,77914408--77955141,دماوند-خ آیت-نبش کوچه هشتم شرقی ..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800444,سوپر خوانساری نارمک- 80360,77914537,گلبرگ غربی خ بختیاری جنوبی قبل رحیمی_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800445,سوپر بیست نارمک- 80703,77914789,گلبرگ شرقی بین مدائن ومهرم بیست پ87_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800446,سوپر محمد تهرانپارس- 80423,77914870,خ بهار خ 105 نبش 106 غربی پ9 (آقای صادقیان) _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800447,سوپرمارکت شبستری - 80609,77915041,نارمک-46متری غربی-خیابان  جویبار-میدان 71-پلاک32...م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800448,سوپر مارکت سیب- 80601,77915088,نارمك-خیابان بختیاری(سامان)- نبش خیابان جویبار-پلاك61..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800449,سوپر 777میدان هفت حوض- 80590,77915362,خ آیت جنوبی نبش خ آقایی پ1_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800450,سوپر مارکت یاران دریان{جام جم}- 80431,77915705--77915803--77915305,رسالت خ بختیاری جنوبی نبش جویبار غربی پ70  (آقای آقایی)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800451,سوپر نارمک 46متری نارمک- 80725,77916416,نارمک شرقی نبش کریمی پ66 _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800452,سوپر تبریزیان هفت حوض- 80523,7791656,گلبرگ غربی نبش میدان62روبروی دكه روزنامه فروشی_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800453,سوپر مارکت لبخند- 80453,77917048, نارمک-خ مدائن جنوبی نبش ک باقرپور پ111  _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800454,سوپر 2000تهران نو- 80225,77917178,خ طاهری نبش كلامی پ143(پیرقدیم)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800455,پروتئین اشکان تهرانپارس- 80415,77917240,خ بهار خ برادران داوری نبش خ صدودوازده پ6(آقای صادقی)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800456,سوپر 105دریانی- 80409,77917471,خ دماوند خ شهید ماهانی نبش خ تهمتن پ69/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800457,سوپر سلیمانی نارمک- 80358,77917478,خ آیت قبل خ دماون نبش کوچه اراک پ126_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800458,سوپر مدائن 4راه تلفن خانه- 80242,77917811,خ 46 نارمك روبه رو خ مدائن پ112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800459,سوپر ممتاز خ ممتاز- 80668,77918084,بالای 4راهتلفن خانه نبش چمن غربی پ381_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800460,سوپر خاکزادخ شهیدثانی- 80502,77918217,نارمک-میدان 70-نبش کوچه دوم غربی-پ12_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800461,سوپر مهدی نارمک- 80375,77918425,46متری غربی مقابل خ سامان (بختیاری),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800462,سوپر مارکت براتی تهران پارس- 80305,77918618&77948618,تهرانپارس-خیابان105نبش خیابان122  پلاک62..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800463,سوپر برغمندی م7حوض- 80395,77919693& 77959693,خیابان جانبازان شرقی- نبش میدان 32پلاک686/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800464,سوپر مارکت قائم - 80550,77919721,نارمک-خیابان46غربی-خیابان بختیاری جنوبی-خ چمن غربی-پلاک73_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800465,سوپر دهکده آیت چهاراه تلفن خان- 80570,77919802,46متری شرقی روبروی خ مرجان پ190_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800466,سوپر ولیعصر نارمک- 80433,77921633,خ 46متری غربی خ آغمینونی نبش خ ملایری پ16 (آقای ایمانی)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800467,سوپر پارسا- 80240,77921701, خ دردشت جنوبی - روبه رو ایستگاه مدرسه پ323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800468,سوپر مارکت مهدی- 80354,77922431,نارمک-خیابان مدائن-بعد مسجد امام سجاد-پلاک100..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800469,سوپر مارکت مائده- 80636,77922502,نارمک-خیابان سمنگان-روبروی بانک پارسیان-پلاک279..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800470,سوپر مهدی سی متری آیت جنوبی- 80372,77923997,نرسیده به 4راه تلفن خانه ك قریشی تقاطع یار احمدی پ1/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800471,فروشگاه ارم سعید عالمشناسی- 80011,77924696,خ دماوندخ آیت خ جانبازان شرقی پ15 _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800472,سوپر محمدزاده تهرانو- 80165,77925470,تهرانوبعد30متری نارمك خ دین محمدی نبش چهاراه _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800473,سوپر پانیز- 80595,77926166,بزرگراه رسالت-خ دردشت-خ142غربی-بعدازکوچه اکبری_ پ 344-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800474,سوپر مهدی هفت حوض- 80259,77926289,خ آیت خ هاشمی کوچه 18غربی پ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800475,سوپر مهر 46متری نارمک- 80425,77926314,بعداز چهارراه تلفن خانه خ رودباری جنوبی پ274(آقای محمودی)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800476,سوپر کامیاب خ دردشت- 80241,77927187,خ كامیاب نبش حاج صادقی پ208  _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800477,سوپر مارکت کوثر- 80251,77929665,خیابان دماوند-خیابان طاهری -پلاک 39 .م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800478,سوپر پروتئین گلبرگ- 80320,77930147,46متری نارمك خ مدائن جنوبی بعد از رضوان شرقی پ214/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800479,فروشگاه سحر- 80598,77930411,خیابان. آیت . خیابان. چمن شرقی پ 68 م  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800480,سوپرمارکت آشتیانی- 80605,77931154,نارمک خ مدائن نبش کوچه نکونامیان  پلاک 39 ..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800481,سوپر پروتئین آندره- 80126,77931611,خیابان آیت-نبش خیابان حاج صادقی-پلاک463_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800482,سوپر شقایق خ رسالت- 80370,77931662,خ دردشت بین خ 50و48پ28/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800483,سوپر ستاره مهر- 80083,77931666,خ مهرجنوبی تقاطع 52(برادران حاج عبادی)پ47_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800484,سوپر عدالت خ آیت- 80243,77932075,خ رضوان م62پ70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800485,فروشگاه محمودیان - 80026,77932083,خ جانبازان غربی خ بختیاری جنوبی پ263جدید_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800486,لبنیات کوهستان- 80325,77932422,نارمك-گلبرگ شرقی-بین مهر و مدائن-پ530-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800487,سوپر سن سون نارمک- 80633,779325988,خ دردشت خ46متری شرقی خ رودباری نبش خ صفائی پ77_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800488,سوپر شهرزاد نارمک- 80401,77932615,خ دردشت نبش خ باغبان باشی پ170/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800489,سوپر 110محمدی نارمک- 80524,77933031,خ چمن غربی پ48دامداران_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800490,سوپر هانی نارمک- 80567,77933376,مدائن جنوبی كوچه صفایی پ49_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800491,سوپر شادی خ گلبرگ- 80350,77933498,مهر جنوبی (رودباری) ایستگاه مدرسه پ249/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800492,سوپر پروتئین ناصرنارمک- 80698,77933608,مدائن جنوبی پ209_م8 افسری ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800493,سوپر پوما خ آیت- 80323,77935300,4راه تلفن خانه 46متری نارمك شرقی خ مدائن پ31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800494,سوپر مارکت فاطمیون- 80142,77935630,خ ثانی-خ سمنگان-خ رحیمی-میلان 73-پ72/1-م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800495,سوپر مارکت آفتاب- 80646,77935975,خیابان دماوند-خیابان طاهری-نبش کوچه گاراپیدی.پ30-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800496,سوپر عظیمی نارمک- 80526,77936389,46متری شرقی راستای مدائن خ كربلائی مهریزی پ29_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800497,سوپر قائم نارمک46متری شرقی- 80689,77937128,مدائن جنوبی روبروی مسجد سجاد پ71(خسروی)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800498,سوپر مارکت تفرشی- 80603,77938362,رسالت-خیابان مـــــدائـــن-جنب نانوایی بربری-پلاك 151..م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800499,سوپر مهرمادر خ 46متری- 80465,77938831,خ 46متری شرقی به سمت شرق به غرب نرسیده به آیت پ129_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800500,فروشگاه جیلی- 80597,77939264,نارمك . 46 متری شرقی. خیابان مدا‍‍ءن پ 202 م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800501,سوپر آرش دردشت- 80677,77939368,بزرگراه رسالت خ دردشت بعد از 4 راه گلبرگ نبش کیانی پ 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800502,سوپر میثاق  خ دماوند- 80529,77939837,بعد30متری آیت خ دین محمدی روبروی دبیرستان دانشمندپ102_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800503,سوپر پارس نارمک - 80451,77940097,نارمک-دردشت جنوبی- نبش دقیقی- پلاک266  _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800504,سوپر کیانادردشت- 80564,77940980-- 77941259     ,پایین گلبرگ پ296_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800505,سوپر باران نارمک- 80182,77941036/7 ,خ دردشت قبل م شقایق نبش ك برادران حاج عبادی پ94_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800506,سوپر ولیعصرخ دماوند- 80530,77918823,قبل30متری آیت خ طاهری(میرفخرایی)نبش خیابان رجب بلوکات_8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800507,سوپر مرواریدرسالت- 80558,77942424,خ گلبرگ شرقی خ مصطوفوی پ42_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800508,سوپر مارکت آراس- 80685,77943073,تهرانپارس - خ بهار-خ 107 - نبش خ جعفری-پ130 - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800509,سوپر مارکت گلبرگ- 80584,77944170, میدان هفت حوض-گلبرگ شرقی- بین دردشت اتوبان باقری-پلاک238_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800510,سوپر اطمینان 107تهرانپارس- 80478,77944494,خ بهارخ 107نبش خ تهمتن پ34_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800511,سوپر مارکت میلاد- 80686,77945228,تهرانپارس-خ طائفه-خ حسینی-خ داودی قبل از 112-پلاک17.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800512,سوپر مارکت 32- 80652,77945743,جانبازان شرقی-میدان 32-پلاک7.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800513,سوپر مارکت 20 رسالت- 80675,77945789,بزرگراه رسالت بعد م رسالت خ مدائن خ جانبازان خ 20 م 20 پ 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800514,سوپر علومی هفت هوض- 80489,77946000,خ رضوان شرقی خ مرجان پ153_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800515,سوپر مارکت 105 مهری- 80626,77946587,تهرانپارس-خیابان 105-نبش کوچه 112 -پلاک63.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800516,فروشگاه بزرگ نارمک- 80592,77950145,رسالت_ خ دردشت_ روبروی خ باغبان باشی پ 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800517,سوپر زیتون نارمک - 80427,77951238,46متری شرقی خ مدائن جنوبی پ252 (آقای شالچی)_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800518,سوپر 42خ آیت- 80576,77951290,چمن شرقی م42پ11_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800519,سوپر آندو نارمک - 80426,77951427,46 متری شرقی روبروی خ مهر پ34 (آقای مزار) _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800520,سوپر امین نارمک- 80429,77953043,خ گلبرگ شرقی بعداز خ دردشت پ252 (آقای قنادی) _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800521,سوپر آقایی خ گلبرگ شرقی- 80371,77953217,بین دردشت و باقری خ شهید ضعیف پ18/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800522,سوپر چیلی تهرانپارس- 80473,77953489,آخرخ بهار پ175_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800523,سوپر مارکت حسین- 80644,77954123,خیابان مدائن جنوبی-کوچه دلاور- نرسیده به آیت-پلاک 82.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800524,سوپر فرامرزی تهران نو- 80297,77954233,خ دین محمدی روبه رو  دبیرستان دانش پ102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800525,سوپر سان تهرانپارس- 80720,77955433,خ طائفه-خیابان ملکی-خ حسینی-خ علیپور(109)-نبش خ دماوند-پ2.م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800526,سوپر جلالی نارمک 46متری- 80573,77955620,46متری شرقی خ گلدار نبش خ رجب بلوکات پ44 _م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800527,سوپر شقایق 46متری نارمک شرقی- 80347,77955643,نبش خ كیاشمشكی مقابل پارك شقایق/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800528,سوپر مارکت قائم- 80571,77956685,نارمك-خیابان میرفخرایی-خیابان رجب بلوكات-پلاک56/م8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800529,سوپر آلورنارمک- 80501,77956760,خ چمن غربی نبش میدان 72پ59_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800530,سوپر رضوان نارمک- 80525,77956871,خ آیت خ رضوان غربی نبش خ صادقی پ32_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800531,سوپر مهدی خ مدائن شمالی- 80279,77957140,خ رضوان شرقی نبش تقاطع مرجان پ36_م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
